ifct_code,group_code,group_name,dataset_scope,official_label,source_table,extraction_method,review_status,review_note
A001,A,Cereals and Millets,core_table_1,"Amaranth seed, black (Amaranthus cruentus)",Table 1,direct_extract,reviewed,
A002,A,Cereals and Millets,core_table_1,"Amaranth seed, pale brown (Amaranthus cruentus)",Table 1,manual_reviewed_wrapped_row,reviewed,
A003,A,Cereals and Millets,core_table_1,Bajra (Pennisetum typhoideum),Table 1,direct_extract,reviewed,
A004,A,Cereals and Millets,core_table_1,Barley (Hordeum vulgare),Table 1,direct_extract,reviewed,
A005,A,Cereals and Millets,core_table_1,Jowar (Sorghum vulgare),Table 1,direct_extract,reviewed,
A006,A,Cereals and Millets,core_table_1,"Maize, dry (Zea mays)",Table 1,direct_extract,reviewed,
A007,A,Cereals and Millets,core_table_1,"Maize, tender, local (Zea mays)",Table 1,direct_extract,reviewed,
A008,A,Cereals and Millets,core_table_1,"Maize, tender, sweet (Zea mays)",Table 1,direct_extract,reviewed,
A009,A,Cereals and Millets,core_table_1,Quinoa(Chenopodium quinoa),Table 1,direct_extract,reviewed,
A010,A,Cereals and Millets,core_table_1,Ragi (Eleusine coracana),Table 1,direct_extract,reviewed,
A011,A,Cereals and Millets,core_table_1,Rice flakes (Oryza sativa ),Table 1,direct_extract,reviewed,
A012,A,Cereals and Millets,core_table_1,Rice puffed (Oryza sativa ),Table 1,direct_extract,reviewed,
A013,A,Cereals and Millets,core_table_1,"Rice, raw, brown (Oryza sativa )",Table 1,direct_extract,reviewed,
A014,A,Cereals and Millets,core_table_1,"Rice, parboiled, milled (Oryza sativa )",Table 1,direct_extract,reviewed,
A015,A,Cereals and Millets,core_table_1,"Rice, raw, milled (Oryza sativa )",Table 1,direct_extract,reviewed,
A016,A,Cereals and Millets,core_table_1,Samai (Panicum miliare),Table 1,direct_extract,reviewed,
A017,A,Cereals and Millets,core_table_1,Varagu (Paspalum scrobiculatum),Table 1,direct_extract,reviewed,
A018,A,Cereals and Millets,core_table_1,"Wheat flour, refined (Triticum aestivum)",Table 1,direct_extract,reviewed,
A019,A,Cereals and Millets,core_table_1,"Wheat flour, atta (Triticum aestivum)",Table 1,direct_extract,reviewed,
A020,A,Cereals and Millets,core_table_1,"Wheat, whole (Triticum aestivum)",Table 1,direct_extract,reviewed,
A021,A,Cereals and Millets,core_table_1,"Wheat, bulgur (Triticum aestivum)",Table 1,direct_extract,reviewed,
A022,A,Cereals and Millets,core_table_1,"Wheat, semolina (Triticum aestivum)",Table 1,direct_extract,reviewed,
A023,A,Cereals and Millets,core_table_1,"Wheat, vermicelli (Triticum aestivum)",Table 1,direct_extract,reviewed,
A024,A,Cereals and Millets,core_table_1,"Wheat, vermicelli, roasted (Triticum aestivum)",Table 1,direct_extract,reviewed,
B001,B,Grain Legumes,core_table_1,"Bengal gram, dal (Cicer arietinum)",Table 1,direct_extract,reviewed,
B002,B,Grain Legumes,core_table_1,"Bengal gram, whole (Cicer arietinum)",Table 1,direct_extract,reviewed,
B003,B,Grain Legumes,core_table_1,"Black gram, dal (Phaseolus mungo)",Table 1,direct_extract,reviewed,
B004,B,Grain Legumes,core_table_1,"Black gram, whole (Phaseolus mungo)",Table 1,direct_extract,reviewed,
B005,B,Grain Legumes,core_table_1,"Cowpea, brown (Vigna catjang)",Table 1,direct_extract,reviewed,
B006,B,Grain Legumes,core_table_1,"Cowpea, white (Vigna catjang)",Table 1,direct_extract,reviewed,
B007,B,Grain Legumes,core_table_1,"Field bean, black (Phaseolus vulgaris)",Table 1,direct_extract,reviewed,
B008,B,Grain Legumes,core_table_1,"Field bean, brown (Phaseolus vulgaris)",Table 1,direct_extract,reviewed,
B009,B,Grain Legumes,core_table_1,"Field bean, white (Phaseolus vulgaris)",Table 1,direct_extract,reviewed,
B010,B,Grain Legumes,core_table_1,"Green gram, dal (Vigna radiata)",Table 1,direct_extract,reviewed,
B011,B,Grain Legumes,core_table_1,"Green gram, whole (Vigna radiata)",Table 1,direct_extract,reviewed,
B012,B,Grain Legumes,core_table_1,"Horse gram, whole (Dolichos biflorus)",Table 1,direct_extract,reviewed,
B013,B,Grain Legumes,core_table_1,Lentil dal (Lens culinaris),Table 1,direct_extract,reviewed,
B014,B,Grain Legumes,core_table_1,"Lentil whole, brown (Lens culinaris)",Table 1,direct_extract,reviewed,
B015,B,Grain Legumes,core_table_1,"Lentil whole, yellowish (Lens culinaris)",Table 1,direct_extract,reviewed,
B016,B,Grain Legumes,core_table_1,Moth bean (Vigna aconitifolia),Table 1,direct_extract,reviewed,
B017,B,Grain Legumes,core_table_1,"Peas, dry (Pisum sativum)",Table 1,direct_extract,reviewed,
B018,B,Grain Legumes,core_table_1,"Rajmah, black (Phaseolus vulgaris)",Table 1,direct_extract,reviewed,
B019,B,Grain Legumes,core_table_1,"Rajmah, brown (Phaseolus vulgaris)",Table 1,direct_extract,reviewed,
B020,B,Grain Legumes,core_table_1,"Rajmah, red (Phaseolus vulgaris)",Table 1,direct_extract,reviewed,
B021,B,Grain Legumes,core_table_1,"Red gram, dal (Cajanus cajan)",Table 1,direct_extract,reviewed,
B022,B,Grain Legumes,core_table_1,"Red gram, whole (Cajanus cajan)",Table 1,direct_extract,reviewed,
B023,B,Grain Legumes,core_table_1,Ricebean (Vigna umbellata),Table 1,direct_extract,reviewed,
B024,B,Grain Legumes,core_table_1,"Soybean, brown (Glycine max)",Table 1,direct_extract,reviewed,
B025,B,Grain Legumes,core_table_1,"Soybean, white (Glycine max)",Table 1,direct_extract,reviewed,
C001,C,Green Leafy Vegetables,core_table_1,Agathi leaves (Sesbania grandiflora),Table 1,direct_extract,reviewed,
C002,C,Green Leafy Vegetables,core_table_1,"Amaranth leaves, green (Amaranthus gangeticus)",Table 1,direct_extract,reviewed,
C003,C,Green Leafy Vegetables,core_table_1,"Amaranth leaves, red (Amaranthus gangeticus)",Table 1,direct_extract,reviewed,
C004,C,Green Leafy Vegetables,core_table_1,"Amaranth leaves, red and green mix (Amaranthus gangeticus)",Table 1,manual_reviewed_wrapped_row,reviewed,
C005,C,Green Leafy Vegetables,core_table_1,"Amaranth spined, leaves, green (Amaranthus spinosus)",Table 1,manual_reviewed_wrapped_row,reviewed,
C006,C,Green Leafy Vegetables,core_table_1,"Amaranth spined, leaves, red and green mix (Amaranthus spinosus)",Table 1,manual_reviewed_wrapped_row,reviewed,
C007,C,Green Leafy Vegetables,core_table_1,Basella leaves (Basella alba),Table 1,direct_extract,reviewed,
C008,C,Green Leafy Vegetables,core_table_1,Bathua leaves (Chenopodium album),Table 1,direct_extract,reviewed,
C009,C,Green Leafy Vegetables,core_table_1,Beet greens (Beta vulgaris),Table 1,direct_extract,reviewed,
C010,C,Green Leafy Vegetables,core_table_1,"Betel leaves, big (Kolkata) (Piper betle)",Table 1,direct_extract,reviewed,
C011,C,Green Leafy Vegetables,core_table_1,"Betel leaves, small (Piper betle)",Table 1,direct_extract,reviewed,
C012,C,Green Leafy Vegetables,core_table_1,Brussels sprouts (Brassica oleracea var. gemmifera),Table 1,manual_reviewed_wrapped_row,reviewed,
C013,C,Green Leafy Vegetables,core_table_1,"Cabbage, Chinese (Brassica rupa)",Table 1,direct_extract,reviewed,
C014,C,Green Leafy Vegetables,core_table_1,"Cabbage, collard greens (Brassica oleracea var. viridis)",Table 1,manual_reviewed_wrapped_row,reviewed,
C015,C,Green Leafy Vegetables,core_table_1,"Cabbage, green (Brassica oleracea var. capitata f. alba)",Table 1,manual_reviewed_wrapped_row,reviewed,
C016,C,Green Leafy Vegetables,core_table_1,"Cabbage, violet (Brassica oleracea var. capitata f. rubra)",Table 1,manual_reviewed_wrapped_row,reviewed,
C017,C,Green Leafy Vegetables,core_table_1,Cauliflower leaves (Brassica oleracea var. botrytis),Table 1,manual_reviewed_wrapped_row,reviewed,
C018,C,Green Leafy Vegetables,core_table_1,"Colocasia leaves, green (Colocasia esculenta)",Table 1,direct_extract,reviewed,
C019,C,Green Leafy Vegetables,core_table_1,Drumstick leaves (Moringa oleifera),Table 1,direct_extract,reviewed,
C020,C,Green Leafy Vegetables,core_table_1,Fenugreek leaves (Trigonella foenum graecum),Table 1,direct_extract,reviewed,
C021,C,Green Leafy Vegetables,core_table_1,Garden cress (Lepidium sativum),Table 1,direct_extract,reviewed,
C022,C,Green Leafy Vegetables,core_table_1,"Gogu leaves, green (Hibiscus cannabinus)",Table 1,direct_extract,reviewed,
C023,C,Green Leafy Vegetables,core_table_1,"Gogu leaves, red (Hibiscus cannabinus)",Table 1,direct_extract,reviewed,
C024,C,Green Leafy Vegetables,core_table_1,"Knol-Khol, leaves (Brassica oleracea var. gongylodes)",Table 1,manual_reviewed_wrapped_row,reviewed,
C025,C,Green Leafy Vegetables,core_table_1,Lettuce (Lactuca sativa),Table 1,direct_extract,reviewed,
C026,C,Green Leafy Vegetables,core_table_1,Mustard leaves (Brassica juncea),Table 1,direct_extract,reviewed,
C027,C,Green Leafy Vegetables,core_table_1,Pak Choi leaves (Brassica rapa var. chinensis),Table 1,direct_extract,reviewed,
C028,C,Green Leafy Vegetables,core_table_1,Parsley (Petroselinum crispum),Table 1,direct_extract,reviewed,
C029,C,Green Leafy Vegetables,core_table_1,Ponnaganni (Alternanthera sessilis),Table 1,direct_extract,reviewed,
C030,C,Green Leafy Vegetables,core_table_1,"Pumpkin leaves, tender (Cucurbita maxima)",Table 1,direct_extract,reviewed,
C031,C,Green Leafy Vegetables,core_table_1,Radish leaves (Raphanus sativus),Table 1,direct_extract,reviewed,
C032,C,Green Leafy Vegetables,core_table_1,Rumex leaves (Rumex patientia),Table 1,direct_extract,reviewed,
C033,C,Green Leafy Vegetables,core_table_1,Spinach (Spinacia oleracea),Table 1,direct_extract,reviewed,
C034,C,Green Leafy Vegetables,core_table_1,"Tamarind leaves, tender (Tamarindus indica)",Table 1,direct_extract,reviewed,
D001,D,Other Vegetables,core_table_1,Ash gourd (Benincasa hispida),Table 1,direct_extract,reviewed,
D002,D,Other Vegetables,core_table_1,"Bamboo shoot, tender (Bambusa vulgaris)",Table 1,direct_extract,reviewed,
D003,D,Other Vegetables,core_table_1,"Bean scarlet, tender (Phaseolus coccineus)",Table 1,direct_extract,reviewed,
D004,D,Other Vegetables,core_table_1,"Bitter gourd, jagged, teeth ridges, elongate (Momordica charantia)",Table 1,manual_reviewed_wrapped_row,reviewed,
D005,D,Other Vegetables,core_table_1,"Bitter gourd, jagged, teeth ridges, short (Momordica charantia)",Table 1,manual_reviewed_wrapped_row,reviewed,
D006,D,Other Vegetables,core_table_1,"Bitter gourd, jagged, smooth ridges, elongate (Momordica charantia)",Table 1,manual_reviewed_wrapped_row,reviewed,
D007,D,Other Vegetables,core_table_1,"Bottle gourd, elongate, pale green (Lagenaria vulgaris)",Table 1,manual_reviewed_wrapped_row,reviewed,
D008,D,Other Vegetables,core_table_1,"Bottle gourd, round, pale green (Lagenaria vulgaris)",Table 1,manual_reviewed_wrapped_row,reviewed,
D009,D,Other Vegetables,core_table_1,"Bottle gourd, elongate, dark green (Lagenaria vulgaris)",Table 1,manual_reviewed_wrapped_row,reviewed,
D010,D,Other Vegetables,core_table_1,Brinjal-1 (Solanum melongena),Table 1,direct_extract,reviewed,
D011,D,Other Vegetables,core_table_1,Brinjal-2 (Solanum melongena),Table 1,direct_extract,reviewed,
D012,D,Other Vegetables,core_table_1,Brinjal-3 (Solanum melongena),Table 1,direct_extract,reviewed,
D013,D,Other Vegetables,core_table_1,Brinjal-4 (Solanum melongena),Table 1,direct_extract,reviewed,
D014,D,Other Vegetables,core_table_1,Brinjal-5 (Solanum melongena),Table 1,direct_extract,reviewed,
D015,D,Other Vegetables,core_table_1,Brinjal-6 (Solanum melongena),Table 1,direct_extract,reviewed,
D016,D,Other Vegetables,core_table_1,Brinjal-7 (Solanum melongena),Table 1,direct_extract,reviewed,
D017,D,Other Vegetables,core_table_1,Brinjal-8 (Solanum melongena),Table 1,manual_reviewed_wrapped_row,reviewed,
D018,D,Other Vegetables,core_table_1,Brinjal-9 (Solanum melongena),Table 1,direct_extract,reviewed,
D019,D,Other Vegetables,core_table_1,Brinjal-10 (Solanum melongena),Table 1,direct_extract,reviewed,
D020,D,Other Vegetables,core_table_1,Brinjal-11 (Solanum melongena),Table 1,direct_extract,reviewed,
D021,D,Other Vegetables,core_table_1,Brinjal-12 (Solanum melongena),Table 1,direct_extract,reviewed,
D022,D,Other Vegetables,core_table_1,Brinjal-13 (Solanum melongena),Table 1,direct_extract,reviewed,
D023,D,Other Vegetables,core_table_1,Brinjal-14 (Solanum melongena),Table 1,direct_extract,reviewed,
D024,D,Other Vegetables,core_table_1,Brinjal-15 (Solanum melongena),Table 1,direct_extract,reviewed,
D025,D,Other Vegetables,core_table_1,Brinjal-16 (Solanum melongena),Table 1,direct_extract,reviewed,
D026,D,Other Vegetables,core_table_1,Brinjal-17 (Solanum melongena),Table 1,direct_extract,reviewed,
D027,D,Other Vegetables,core_table_1,Brinjal-18 (Solanum melongena),Table 1,direct_extract,reviewed,
D028,D,Other Vegetables,core_table_1,Brinjal-19 (Solanum melongena),Table 1,direct_extract,reviewed,
D029,D,Other Vegetables,core_table_1,Brinjal-20 (Solanum melongena),Table 1,direct_extract,reviewed,
D030,D,Other Vegetables,core_table_1,Brinjal-21 (Solanum melongena),Table 1,direct_extract,reviewed,
D031,D,Other Vegetables,core_table_1,Brinjal - all varieties (Solanum melongena),Table 1,direct_extract,reviewed,
D032,D,Other Vegetables,core_table_1,Broad beans (Vicia faba),Table 1,direct_extract,reviewed,
D033,D,Other Vegetables,core_table_1,"Capsicum, green (Capsicum annuum)",Table 1,direct_extract,reviewed,
D034,D,Other Vegetables,core_table_1,"Capsicum, red (Capsicum annuum)",Table 1,direct_extract,reviewed,
D035,D,Other Vegetables,core_table_1,"Capsicum, yellow (Capsicum annuum)",Table 1,direct_extract,reviewed,
D036,D,Other Vegetables,core_table_1,Cauliflower (Brassica oleracea var. botrytis),Table 1,direct_extract,reviewed,
D037,D,Other Vegetables,core_table_1,Celery stalk (Apium graveolens),Table 1,direct_extract,reviewed,
D038,D,Other Vegetables,core_table_1,Cho-cho-marrow (Sechium edule),Table 1,direct_extract,reviewed,
D039,D,Other Vegetables,core_table_1,Cluster beans (Cyamopsis tetragonoloba),Table 1,direct_extract,reviewed,
D040,D,Other Vegetables,core_table_1,"Colocasia, stem, black (Colocasia esculenta)",Table 1,direct_extract,reviewed,
D041,D,Other Vegetables,core_table_1,"Colocasia, stem, green (Colocasia esculenta)",Table 1,direct_extract,reviewed,
D042,D,Other Vegetables,core_table_1,"Corn, baby (Zea mays)",Table 1,manual_reviewed_wrapped_row,reviewed,
D043,D,Other Vegetables,core_table_1,"Cucumber, green, elongate (Cucumis sativus)",Table 1,direct_extract,reviewed,
D044,D,Other Vegetables,core_table_1,"Cucumber, green, short (Cucumis sativus)",Table 1,direct_extract,reviewed,
D045,D,Other Vegetables,core_table_1,"Cucumber, orange, round (Cucumis sativus)",Table 1,direct_extract,reviewed,
D046,D,Other Vegetables,core_table_1,Drumstick (Moringa oleifera),Table 1,direct_extract,reviewed,
D047,D,Other Vegetables,core_table_1,"Field beans, tender, broad (Vicia faba)",Table 1,direct_extract,reviewed,
D048,D,Other Vegetables,core_table_1,"Field beans, tender, lean (Vicia faba)",Table 1,direct_extract,reviewed,
D049,D,Other Vegetables,core_table_1,"French beans, country (Phaseolus vulgaris)",Table 1,direct_extract,reviewed,
D050,D,Other Vegetables,core_table_1,"French beans, hybrid (Phaseolus vulgaris)",Table 1,direct_extract,reviewed,
D051,D,Other Vegetables,core_table_1,"Jack fruit, raw (Artocarpus heterophyllus)",Table 1,direct_extract,reviewed,
D052,D,Other Vegetables,core_table_1,"Jack fruit, seed, mature (Artocarpus heterophyllus)",Table 1,manual_reviewed_wrapped_row,reviewed,
D053,D,Other Vegetables,core_table_1,Knol - Khol (Brassica oleracea),Table 1,direct_extract,reviewed,
D054,D,Other Vegetables,core_table_1,"Kovai, big (Coccinia cordifolia)",Table 1,direct_extract,reviewed,
D055,D,Other Vegetables,core_table_1,"Kovai, small (Coccinia cordifolia)",Table 1,direct_extract,reviewed,
D056,D,Other Vegetables,core_table_1,Ladies finger (Abelmoschus esculentus),Table 1,direct_extract,reviewed,
D057,D,Other Vegetables,core_table_1,"Mango, green, raw (Mangifera indica)",Table 1,direct_extract,reviewed,
D058,D,Other Vegetables,core_table_1,"Onion, stalk (Allium cepa)",Table 1,direct_extract,reviewed,
D059,D,Other Vegetables,core_table_1,"Papaya, raw (Carica papaya)",Table 1,direct_extract,reviewed,
D060,D,Other Vegetables,core_table_1,Parwar (Trichosanthes dioica),Table 1,direct_extract,reviewed,
D061,D,Other Vegetables,core_table_1,"Peas, fresh (Pisum sativum)",Table 1,direct_extract,reviewed,
D062,D,Other Vegetables,core_table_1,"Plantain, flower (Musa x paradisiaca)",Table 1,direct_extract,reviewed,
D063,D,Other Vegetables,core_table_1,"Plantain, green (Musa x paradisiaca)",Table 1,direct_extract,reviewed,
D064,D,Other Vegetables,core_table_1,"Plantain, stem (Musa x paradisiaca)",Table 1,direct_extract,reviewed,
D065,D,Other Vegetables,core_table_1,"Pumpkin, green, cylindrical (Cucurbita maxima)",Table 1,direct_extract,reviewed,
D066,D,Other Vegetables,core_table_1,"Pumpkin, orange, round (Cucurbita maxima)",Table 1,direct_extract,reviewed,
D067,D,Other Vegetables,core_table_1,"Red gram, tender, fresh (Cajanus cajan)",Table 1,direct_extract,reviewed,
D068,D,Other Vegetables,core_table_1,Ridge gourd (Luffa acutangula),Table 1,direct_extract,reviewed,
D069,D,Other Vegetables,core_table_1,"Ridge gourd, smooth skin (Luffa acutangula)",Table 1,direct_extract,reviewed,
D070,D,Other Vegetables,core_table_1,"Snake gourd, long, pale green (Trichosanthes anguina)",Table 1,manual_reviewed_wrapped_row,reviewed,
D071,D,Other Vegetables,core_table_1,"Snake gourd, long, dark green (Trichosanthes anguina)",Table 1,manual_reviewed_wrapped_row,reviewed,
D072,D,Other Vegetables,core_table_1,"Snake gourd, short (Trichosanthes anguina)",Table 1,direct_extract,reviewed,
D073,D,Other Vegetables,core_table_1,"Tinda, tender (Praecitrullus fistulosus)",Table 1,direct_extract,reviewed,
D074,D,Other Vegetables,core_table_1,"Tomato, green (Solanum lycopersicum)",Table 1,direct_extract,reviewed,
D075,D,Other Vegetables,core_table_1,"Tomato, ripe, hybrid ((Solanum lycopersicum)",Table 1,direct_extract,needs_review,Source label contains doubled opening parenthesis in the PDF.
D076,D,Other Vegetables,core_table_1,"Tomato, ripe, local (Lycopersicon esculentum)",Table 1,direct_extract,reviewed,
D077,D,Other Vegetables,core_table_1,"Zucchini, green (Cucurbita pepo)",Table 1,direct_extract,reviewed,
D078,D,Other Vegetables,core_table_1,"Zucchini, yellow (Cucurbita pepo)",Table 1,direct_extract,reviewed,
E001,E,Fruits,core_table_1,"Apple, big (Malus domestica)",Table 1,direct_extract,reviewed,
E002,E,Fruits,core_table_1,"Apple, green (Malus domestica)",Table 1,direct_extract,reviewed,
E003,E,Fruits,core_table_1,"Apple, small (Malus domestica)",Table 1,direct_extract,reviewed,
E004,E,Fruits,core_table_1,"Apple, small, Kashmir (Malus domestica)",Table 1,direct_extract,reviewed,
E005,E,Fruits,core_table_1,"Apricot, dried (Prunus armeniaca)",Table 1,direct_extract,reviewed,
